DOI,type,polymer_family,PolymerName,co_smiles,smiles1,smiles2,co_content1,wt1,mol1,co_smiles1,co_content2,wt2,mol2,mix_content1,mix_smiles1,mix_wt1,mix_mol1,mix_content2,mix_smiles2,mix_wt2,mix_mol2,mix_content3,mix_smiles3,mix_wt3,mix_mol3,mix_content4,mix_smiles4,mix_wt4,mix_mol4,LOI
10.1016/j.polymdegradstab.2018.05.010,copolymer,,PHFC7.5,O=C(OCCCCCCOC(C1=CC=C(O1)C([Fr])=O)=O)CCP(OCCCCCCO[Rb])(C2=CC=CC=C2)=O,O=C([Fr])CCP(OCCCCCCO[Rb])(C1=CC=CC=C1)=O,O=C([Fr])C1=CC=C(O1)C(OCCCCCCO[Rb])=O,HFH,,100,,HCH,,7.5,,,,,,,,,,,,,,,,,23.9
10.1002/pat.4161,copolymer,,polystyrene,CC(C(OCCN(CP(OC)(OC)=O)CP(OC)(OC)=O)=O)(CC(C1=CC=CC=C1)[Fr])C[Rb],[Rb]CC([Fr])C1=CC=CC=C1,CC(C(OCCN(CP(OC)(OC)=O)CP(OC)(OC)=O)=O)([Fr])C[Rb],PS,0,,,"ethyl N,N‐tetramethyl‐bis(phosphonate)‐bis(methylene) amine methacrylate(AC2NP2)",100,,,,,,,,,,,,,,,,,,24
10.1016/S0141-3910（00）00066-5,copolymer,,ST-VPA,O=P(O)(C(CC(C1=CC=CC=C1)C[Rb])[Fr])O,[Rb]CC([Fr])C1=CC=CC=C1,O=P(O)(O)C([Fr])C[Rb],PS,,78,,VPA,,22,,,,,,,,,,,,,,,,,24
10.1016/S0141-3910（00）00066-5,copolymer,,ST-DEpVBP,CCOP(OCC)(C1=CC=C(C=C1)C(CC(C2=CC=CC=C2)C[Rb])[Fr])=O,[Rb]CC([Fr])C1=CC=CC=C1,O=P(OCC)(OCC)C(C=C1)=CC=C1C([Fr])C[Rb],PS,,79,,DEpVBP,,21,,,,,,,,,,,,,,,,,24
10.1021/ie303446s,copolymer,,A-PS-20,COP(CN(CP(OC)(OC)=O)CCOC(C([Fr])(CC(C1=CC=CC=C1)C[Rb])C)=O)(OC)=O,[Rb]CC([Fr])C1=CC=CC=C1,CC(C(OCCN(CP(OC)(OC)=O)CP(OC)(OC)=O)=O)([Fr])C[Rb],PS,0,,,AC2NP2,100,,,,,,,,,,,,,,,,,,24
10.1007/s11224-014-0474-7,homopolymer,,,,[Fr]Oc1ccc(cc1)C(c1ccc(cc1)C(c1ccc(cc1)OP(=O)(Oc1ccccc1)[Rb])(C)C)(C)C,,,,100,,,,0,,,,,,,,,,,,,,,,,24
10.1002/pola.1993.080311303,homopolymer,,,,CCCCCCCCCCCCCCCc1cccc(c1)OP(=O)(Oc1ccc(cc1)C1(OC(=O)c2c1cccc2)c1ccc(cc1)O[Fr])[Rb],,,,100,,,,0,,,,,,,,,,,,,,,,,24
10.1002/pola.1993.080311303,homopolymer,,,,CCCCCCCCCCCCCCCc1cccc(c1)OP(=O)(Oc1ccc(cc1)O[Fr])[Rb],,,,100,,,,0,,,,,,,,,,,,,,,,,24
10.1177/0954008317752073,homopolymer,,,,COc1cc(ccc1OP(=O)(c1ccccc1)[Fr])/N=C/c1ccc(cc1)O[Rb],,,,100,,,,0,,,,,,,,,,,,,,,,,24
10.1007/s00289-016-1652-0,copolymer,,IIB,CC(CC1)CCC1(C2=CC=C(C=C2)CO[Rb])C(C=C3)=CC=C3COC(CCCCCCC([Fr])=O)=O,CC(CC1)CCC1(C2=CC=C(C=C2)CO)C(C=C3)=CC=C3CO,O=C(CCCCCCC(Cl)=O)Cl,MBPZ,,50,,ClB,,50,,,,,,,,,,,,,,,,,24.1
10.1016/S0141-3910（00）00066-5,copolymer,,ST-DPVP,O=P(OC1=CC=CC=C1)(C(CC(C2=CC=CC=C2)C[Rb])[Fr])OC3=CC=CC=C3,[Rb]CC([Fr])C1=CC=CC=C1,O=P(OC1=CC=CC=C1)(OC2=CC=CC=C2)C([Fr])C[Rb],PS,,70,,DPVP,,30,,,,,,,,,,,,,,,,,24.1
10.1007/s00289-016-1652-0,homopolymer,,,,[Fr]Oc1ccc(cc1)C1(CCC(CC1)C)c1ccc(cc1)OC(=O)CCCCCCC(=O)[Rb],,,,100,,,,0,,,,,,,,,,,,,,,,,24.1
10.1016/S0141-3910（00）00066-5,copolymer,,ST-PEVP,O=P(OCCC1=CC=CC=C1)(C(CC(C2=CC=CC=C2)C[Rb])[Fr])OCCC3=CC=CC=C3,[Rb]CC([Fr])C1=CC=CC=C1,O=P(OCCC1=CC=CC=C1)(OCCC2=CC=CC=C2)C([Fr])C[Rb],PS,,67,,PEVP,,33,,,,,,,,,,,,,,,,,24.2
10.1021/acsomega.3c06235,copolymer,,PS148-b-PFAA-DOPO50,O=C(OCP1(=O)OC2=C(C=CC=C2)C2=CC=CC=C21)C([Fr])CC(C[Rb])C1=CC=CC=C1,[Rb]CC([Fr])C1=CC=CC=C1,O=C(OCP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O)C([Fr])C[Rb],PS,,1,,FAA-DOPO,,100,,,,,,,,,,,,,,,,,24.3
10.1016/j.polymdegradstab.2020.109310,copolymer,,PENT0/10,CC(C)(CO[Rb])COC(=O)C1=CC=C(C(=O)OCCOC(=O)C2=CC=C(C(=O)[Fr])C=C2)C=C1,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,CC(CO[Rb])(COC(C1=CC=C(C=C1)C([Fr])=O)=O)C,PET,90,,,HPPA,10,,,,,,,,,,,,,,,,,,24.4
10.1021/ie1006917,copolymer,,PTTP3,O=C([Fr])C1=CC=C(C(OCCCOC(C(CP2(OC3=C(C4=C2C=CC=C4)C=CC=C3)=O)CC(OCCCO[Rb])=O)=O)=O)C=C1,O=C([Fr])C1=CC=C(C(OCCCO[Rb])=O)C=C1,[Fr]OC(C(CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O)CC(OCCCO[Rb])=O)=O,PTT,97,,,DDP,3,,,,,,,,,,,,,,,,,,24.4
10.1002/marc.202200644,copolymer,,FRPA-3,[Rb]NCCCCCCCCCCCCNC(CCCCCCCCC(NCCCCCCCCCCCCNC(CCP([Fr])(C1=CC=CC=C1)=O)=O)=O)=O,[Rb]NCCCCCCCCCCCCNC(CCCCCCCCC([Fr])=O)=O,[Rb]NCCCCCCCCCCCCNC(CCP([Fr])(C1=CC=CC=C1)=O)=O,PA1210,,97,,CDS,,3,,,,,,,,,,,,,,,,,24.5
10.1007/s12034-009-0054-4,copolymer,,FR-PA66,[Fr]C(C1=CC=C(C=C1)P(C(C=C2)=CC=C2C(NCCCCCCNC(CCCCC(NCCCCCCN[Rb])=O)=O)=O)(C3=CC=CC=C3)=O)=O,[Fr]C(C1=CC=C(C=C1)P(C(C=C2)=CC=C2C([Rb])=O)(C3=CC=CC=C3)=O)=O,O=C(NCCCCCCN[Fr])CCCCC(NCCCCCCN[Rb])=O,BCPPO,3,,,AH salt,97,,,,,,,,,,,,,,,,,,24.5
10.1016/j.matchemphys.2012.02.046,copolymer,,So-coPS25,[Rb]CC(CC([Fr])c1ccccc1)C(OCCN(CP(OC)(OC)=O)CP(OC)(OC)=O)=O,[Rb]CC(c1ccccc1)[Fr],O=C(OCCN(CP(OC)(OC)=O)CP(OC)(OC)=O)C([Fr])C[Rb],PS,,92.49,,AC2NP2,,7.51,,,,,,,,,,,,,,,,,24.5
10.1016/j.polymdegradstab.2014.06.003,copolymer,,PCTD10,[Rb]OCCOc1cc(P2(Oc3c(c4ccccc42)cccc3)=O)c(OCCOC(c5ccc(C(OCC6CCC(COC(c7ccc(C([Fr])=O)cc7)=O)CC6)=O)cc5)=O)cc1,[Fr]C(c1ccc(C(OCC(CC2)CCC2CO[Rb])=O)cc1)=O,O=C([Fr])c1ccc(C(OCCOc2cc(P3(Oc4c(c5ccccc53)cccc4)=O)c(OCCO[Rb])cc2)=O)cc1,PCT,,90,,DOPO-HQ-HE,,10,,,,,,,,,,,,,,,,,24.5
10.1039/c2jm34376b,copolymer,,Poly(ethylene terephthalate) (PET),[Fr]C(C1=CC=C(C=C1)C(OCCOC(C2=CC=C(C=C2C(OCCO[Rb])=O)C#CC3=CC=CC=C3)=O)=O)=O,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,O=C(C1=CC=C(C#CC2=CC=CC=C2)C=C1C(OCCO[Rb])=O)[Fr],PET,,80,,4-(phenylethynyl) di(ethylene glycol) phthalate (PEPE),,20,,,,,,,,,,,,,,,,,24.5
10.1002/pi.1946,copolymer,,PAN-co-DiPrpVBnP3,CC(OP(CC1=CC=C(C(CC(C#N)[Fr])C[Rb])C=C1)(OC(C)C)=O)C,N#CC([Fr])C[Rb],O=P(OC(C)C)(OC(C)C)CC(C=C1)=CC=C1C([Fr])C[Rb],PAN,,84.7,,DiPrpVBnP,,15.3,,,,,,,,,,,,,,,,,24.6
10.1002/pi.1946,copolymer,,PAN-co-DnBupVBnP4,CCCCOP(CC1=CC=C(C(CC(C#N)[Fr])C[Rb])C=C1)(OCCC)=O,N#CC([Fr])C[Rb],O=P(OCCCC)(OCCCC)CC(C=C1)=CC=C1C([Fr])C[Rb],PAN,,91.8,,DnBupVBnP,,8.2,,,,,,,,,,,,,,,,,24.6
10.1016/j.polymer.2024.126780,copolymer,,PA6-co-HPI15,[Fr]C(CCCCCNC(C1=CC=C(C(O)=C1)N2C(C3=CC=C(C=C3C2=O)C(NCCCCCC([Rb])=O)=O)=O)=O)=O,[Fr]C(CCCCCN[Rb])=O,[Fr]C(CCCCCNC(C1=CC=C(C(O)=C1)N2C(C3=CC=C(C=C3C2=O)C([Rb])=O)=O)=O)=O,PA6,,100,,HPI,,10.5,,,,,,,,,,,,,,,,,24.6
10.1016/j.polymer.2024.126780,copolymer,,PA 6-co-HPI15,,[Fr]C(CCCCCN[Rb])=O,[Fr]C(C1=CC2=C(C(N(C3=CC=C(C(NCCCCCCN[Rb])=O)C=C3O)C2=O)=O)C=C1)=O,,,100,,,,15,,,,,,,,,,,,,,,,,24.6
10.1016/j.polymdegradstab.2019.03.004,copolymer,,PA6-co-DPO,[H]N(C(CC(C([Fr])=O)CP(C1=CC=CC=C1)(C2=CC=CC=C2)=O)=O)CCCCCCCCCCNC(CCCCCN[Rb])=O,[Fr]C(CCCCCN[Rb])=O,[H]N(C(CC(C([Fr])=O)CP(C1=CC=CC=C1)(C2=CC=CC=C2)=O)=O)CCCCCCCCCCN[Rb],PA6,98,,,DPDPO-DMDAsalt,2,,,,,,,,,,,,,,,,,,24.7
10.1016/S0141-3910(96)00068-7,copolymer,,Silylated PVOH (K),[Fr]C([Si](C)(C)C)CC(O)C[Rb],[Rb]CC(O)[Fr],[Rb]CC([Si](C)(C)C)[Fr],PVOH,92.5,,,Silylated PVOH,7.5,,,,,,,,,,,,,,,,,,24.8
10.1039/D0RA07822K,copolymer,,FRPA66-2,O=C([Fr])CCP(=O)(OCCOC(=O)CCCCC(=O)NCCCCCCNC(=O)CCCCC(=O)NCCCCCCN[Rb])C1=CC=CC=C1,O=C(CCCCC([Fr])=O)NCCCCCCN[Rb],O=C(NCCCCCCN[Rb])CCCCC(OCCOP(CCC([Fr])=O)(C1=CC=CC=C1)=O)=O,PA66,98,,,CPPOA,2,,,,,,,,,,,,,,,,,,24.8
10.1007/s10965-021-02676-x,homopolymer,,,,[Fr]c1ccc(cc1)Oc1ccc(cc1)C1(Cc2c(C1=O)cccc2)c1ccc(cc1)Oc1ccc(cc1)N1C(=O)C2C(C1=O)CC(CC2)C1CCC2C(C1)C(=O)N(C2=O)[Rb],,,,100,,,,0,,,,,,,,,,,,,,,,,24.8
10.1002/app.43403,homopolymer,,,,[Fr]Oc1ccc(cc1CN(c1ccccc1)[Rb])C(c1ccc2c(c1)CN(CO2)c1ccccc1)(C)C,,,,100,,,,0,,,,,,,,,,,,,,,,,24.8
10.1007/s10973-015-4855-y,homopolymer,,,,ClC(C[Rb])[Fr],,,,100,,,,0,,,,,,,,,,,,,,,,,24.8
10.1002/(SICI)1097-4628(19960307)59:10<1619::AID-APP14>3.0.CO;2-R,copolymer,,PS-OP-4,CCOP(Oc1ccc(C([Fr])C[Rb])cc1)(OCC)=O,Oc1ccc(C([Fr])C[Rb])cc1,[Fr]C(C[Rb])c1ccc(OP(OCC)(OCC)=O)cc1,PS-OH,,77,,Diethylchlorophosphate (DECP),,23,,,,,,,,,,,,,,,,,25
10.1002/app.43538,copolymer,,PA66-NENP1,O=C(NCCCCCCN[Rb])CCCCC(NCCCCCCNC(C1=CC=C(C=C1)N(C(CCP(N([H])C2=CC=C(C([Fr])=O)C=C2)(C3=CC=CC=C3)=O)=O)[H])=O)=O,O=C(CCCCC([Fr])=O)NCCCCCCN[Rb],[H]N(C(CCP(N(C1=CC=C(C=C1)C([Fr])=O)[H])(C2=CC=CC=C2)=O)=O)C(C=C3)=CC=C3C(NCCCCCCN[Rb])=O,PA66,99,,,NENP,1,,,,,,,,,,,,,,,,,,25
10.1002/pi.1946,copolymer,,PAN-co-DMpVBnP5,COP(CC1=CC=C(C=C1)C(CC(C#N)C[Rb])[Fr])(OC)=O,N#CC([Fr])C[Rb],O=P(OC)(OC)CC(C=C1)=CC=C1C([Fr])C[Rb],PAN,,96.5,,DMpVBnP,,3.5,,,,,,,,,,,,,,,,,25
10.1016/j.cej.2023.144983,copolymer,,PA 6-co-DPA1c,[Fr]C(CCCCCNC(C1=CC(C(NCCCCCC([Rb])=O)=O)=CC(NP(C2=CC=CC=C2)(C3=CC=CC=C3)=O)=C1)=O)=O,[Rb]NCCCCCC([Fr])=O,[Rb]C(CCCCCNC(C1=CC(NP(C2=CC=CC=C2)(C3=CC=CC=C3)=O)=CC(C([Fr])=O)=C1)=O)=O,PA6,,100,,DPA,,1,,,,,,,,,,,,,,,,,25
10.1016/j.eurpolymj.2022.111174,copolymer,,MH-PPOA3-co-PET,O=C(C1=CC=C(C=C1)C(OP(O[Mg]OP([Fr])(C2=CC=CC=C2)=O)(C3=CC=CC=C3)=O)=O)OCCO[Rb],O=C([Fr])C1=CC=C(C(OCCO[Rb])=O)C=C1,O=P(O[Mg]OP([Fr])(C1=CC=CC=C1)=O)(C2=CC=CC=C2)O[Rb],PET,100,,,MH-PPOA,3,,,,,,,,,,,,,,,,,,25
10.1016/j.polymdegradstab.2018.05.010,copolymer,,PHFC10,O=C(OCCCCCCOC(C1=CC=C(O1)C([Fr])=O)=O)CCP(OCCCCCCO[Rb])(C2=CC=CC=C2)=O,O=C([Fr])CCP(OCCCCCCO[Rb])(C1=CC=CC=C1)=O,O=C([Fr])C1=CC=C(O1)C(OCCCCCCO[Rb])=O,HFH,,100,,HCH,,10,,,,,,,,,,,,,,,,,25
10.1039/C3PY01030A,copolymer,,PETI1,O=P1([O-])C2=CC(C([Fr])=O)=CC=C2CC3=CC=C(C(OCCOC(C4=CC=C(C(OCCO[Rb])=O)C=C4)=O)=O)C=C13.[Na+],O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,O=P1([O-])C2=CC(C([Fr])=O)=CC=C2CC3=CC=C(C(OCCO[Rb])=O)C=C13.[Na+],PET,,100,,DHPPO-Na,,0.99,,,,,,,,,,,,,,,,,25
10.1039/C6RA17108G,copolymer,,PA-2,[Rb]NCCCCCNC(CCCCC(NCCCCCNC(C(C([Fr])=O)CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)=O)=O)=O,[Rb]NCCCCCNC(CCCCC([Fr])=O)=O,O=C(C(C([Fr])=O)CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)NCCCCCN[Rb],PA,97.5,,,DDPDA,2.5,,,,,,,,,,,,,,,,,,25
10.3969/j.issn.1001-3539.2015.07.005,copolymer,,FR-PA66,O=C(CCCCC(NCCCCCCNC(C1=CC=C(NP(C2=CC=CC=C2)(CCC(NC3=CC=C(C(O[Fr])=O)C=C3)=O)=O)C=C1)=O)=O)ONCCCCCCN[Rb],O=C(CCCCC([Fr])=O)ONCCCCCCN[Rb],O=C(NCCCCCCN[Rb])C1=CC=C(NP(C2=CC=CC=C2)(CCC(NC3=CC=C(C(O[Fr])=O)C=C3)=O)=O)C=C1,PA66 salt,1,,,BNPPO salt,99,,,,,,,,,,,,,,,,,,25
10.3969/j.issn.1001-3539.2015.11.002,copolymer,,FR-PA66,O=P(C1=CC=CC=C1)(NC2=CC=C(NP(C3=CC=CC=C3)(NC4=CC=C(NP(C5=CC=CC=C5)(NC6=CC=C(NP(C7=CC=CC=C7)(NC8=CC=C(NP(C9=CC=CC=C9)(NC%10=CC=C(C=C%10)NC(CCCCC(NCCCCCCN[Rb])=O)=O)=O)C=C8)=O)C=C6)=O)C=C4)=O)C=C2)NC(C=C%11)=CC=C%11N[Fr],O=C([Fr])CCCCC(NCCCCCCN[Rb])=O,O=P(C1=CC=CC=C1)(NC2=CC=C(NP(C3=CC=CC=C3)(NC4=CC=C(NP(C5=CC=CC=C5)(NC6=CC=C(NP(C7=CC=CC=C7)(NC8=CC=C(NP(C9=CC=CC=C9)(NC%10=CC=C(C=C%10)N[Rb])=O)C=C8)=O)C=C6)=O)C=C4)=O)C=C2)NC(C=C%11)=CC=C%11N[Fr],PA66 salt,1.5,,,PDPPD salt,98.5,,,,,,,,,,,,,,,,,,25
10.1002/pen.20932,homopolymer,,,,[Fr]OC(=O)Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)Oc1ccc(cc1)[Rb])(C)C,,,,100,,,,0,,,,,,,,,,,,,,,,,25
10.1007/s11224-014-0474-7,homopolymer,,,,[Fr]Oc1ccc(cc1)c1ccc(cc1)OP(=O)(Oc1ccccc1)[Rb],,,,100,,,,0,,,,,,,,,,,,,,,,,25
10.1007/s10973-006-7552-z,homopolymer,,,,[Rb]Oc1ccc(cc1)C(c1ccc(cc1)OP(=O)(OCCOC(=O)C=C)[Fr])(C)C,,,,100,,,,0,,,,,,,,,,,,,,,,,25
10.1002/pi.1946,copolymer,,PAN-co-DnBupVBnP2,CCCCOP(CC1=CC=C(C(CC(C#N)[Fr])C[Rb])C=C1)(OCCC)=O,N#CC([Fr])C[Rb],O=P(OCCCC)(OCCCC)CC(C=C1)=CC=C1C([Fr])C[Rb],PAN,,80.2,,DnBupVBnP,,19.8,,,,,,,,,,,,,,,,,25.1
10.1007/s10904-022-02495-7,copolymer,,PNP10,O=C(OCCOP(=O)(OC1=CC=CC=C1)N1CCN(C2=CC=CC=C2)CC1)C(C[Rb])CC(C[Fr])C1=CC=CC=C1,[Rb]CC([Fr])C1=CC=CC=C1,CC(C(OCCOP(OC1=CC=CC=C1)(N2CCN(CC2)C3=CC=CC=C3)=O)=O)([Fr])C[Rb],PS,,90,,PPPEM,,10,,,,,,,,,,,,,,,,,25.1
10.1039/c7ra13228j,copolymer,,PA6-co-DDP2,[Fr]C(CCCCCNC(C(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)CC(NCCCCCCCCCCN[Rb])=O)=O)=O,[Fr]C(CCCCCN[Rb])=O,O=C(NCCCCCCCCCCN[Rb])CC(C([Fr])=O)CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O,PA6,98,,,DDPsalt,2,,,,,,,,,,,,,,,,,,25.1
10.1039/C7RA13228J,copolymer,,FRPA6-2,[Rb]NCCCCCC(NCCCCCCCCCCNC(CC(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)C([Fr])=O)=O)=O,[Rb]NCCCCCC([Fr])=O,O=C(NCCCCCCCCCCN[Rb])CC(C([Fr])=O)CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O,PA6,98,,,DDP salt,2,,,,,,,,,,,,,,,,,,25.1
10.1039/c7ra13228j,copolymer,,PA 6-co-AOMP1,,[Fr]C(CCCCCN[Rb])=O,[Fr]NC1=CC=C(C=C1)NC(C2=CC=C(C=C2)OP(OC3=CC=C(C=C3)C(NC4=CC=C(C=C4)NC(CCCCC([Rb])=O)=O)[P@@]5(C6=C(C=CC=C6)C7=CC=CC=C7O5)=O)(C8=CC=CC=C8)=O)[P@]9(C%10=C(C=CC=C%10)C%11=CC=CC=C%11O9)=O,,,100,,,,1,,,,,,,,,,,,,,,,,25.1
10.1002/pat.4206,copolymer,,FRPA66-2,O=C(CC(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)C(NCCCCCCNC(CCCCC([Fr])=O)=O)=O)NCCCCCCN[Rb],[Rb]NCCCCCCNC(CCCCC([Fr])=O)=O,O=C(CC(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)C([Fr])=O)NCCCCCCN[Rb],PA66,98,,,DDP-HMDA,2,,,,,,,,,,,,,,,,,,25.3
10.1016/j.polymdegradstab.2022.110212,copolymer,,PA56-2,[Rb]NCCCCCNC(CCCCC(NCCCCCNC(C(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)CC([Fr])=O)=O)=O)=O,[Rb]NCCCCCNC(CCCCC([Fr])=O)=O,O=C(C(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)CC([Fr])=O)NCCCCCN[Rb],PA,98,,,DOPDA,2,,,,,,,,,,,,,,,,,,25.3
10.1002/pi.1946,copolymer,,PAN-co-DnBupVBnP3,CCCCOP(CC1=CC=C(C(CC(C#N)[Fr])C[Rb])C=C1)(OCCC)=O,N#CC([Fr])C[Rb],O=P(OCCCC)(OCCCC)CC(C=C1)=CC=C1C([Fr])C[Rb],PAN,,89.8,,DnBupVBnP,,10.2,,,,,,,,,,,,,,,,,25.4
10.1016/j.polymdegradstab.2015.11.003,copolymer,,PBT/CPBA20%,O=C(OC1=CC=C(C=C1)C(C)(C2=CC=C(C=C2)OP([Fr])(C3=CC=CC=C3)=O)C)C4=CC=C(C=C4)C(OCCCCO[Rb])=O,O=C([Fr])C1=CC=C(C=C1)C(OCCCCO[Rb])=O,[Rb]OC1=CC=C(C=C1)C(C)(C2=CC=C(C=C2)OP([Fr])(C3=CC=CC=C3)=O)C,PBT,80,,,CPBA,20,,,,,,,,,,,,,,,,,,25.4
10.1016/S0141-3910(96)00069-9,copolymer,,boronated-PS,[Rb]CC(CC(C1=CC=C(B(O)O)C=C1)[Fr])C2=CC=CC=C2,[Rb]CC(C1=CC=CC=C1)[Fr],[Rb]CC(C1=CC=C(B(O)O)C=C1)[Fr],PS,90.8,,,boronated-PS,9.2,,,,,,,,,,,,,,,,,,25.4
10.1016/S0141-3910(96)00069-9,copolymer,,boronated-PS,[Rb]CC(CC(C1=CC=C(B(O)O)C=C1)[Fr])C2=CC=CC=C2,[Rb]CC(C1=CC=CC=C1)[Fr],[Rb]CC(C1=CC=C(B(O)O)C=C1)[Fr],PS,83.2,,,boronated-PS,16.8,,,,,,,,,,,,,,,,,,25.4
10.1002/pi.1946,copolymer,,PAN-co-DiPrpVBnP2,CC(OP(CC1=CC=C(C(CC(C#N)[Fr])C[Rb])C=C1)(OC(C)C)=O)C,N#CC([Fr])C[Rb],O=P(OC(C)C)(OC(C)C)CC(C=C1)=CC=C1C([Fr])C[Rb],PAN,,66.5,,DiPrpVBnP,,33.5,,,,,,,,,,,,,,,,,25.5
10.1016/j.polymdegradstab.2017.09.022,copolymer,,PET-DMTMI5,O=C(C1=CC(C(OCCOC(C2=CC=C(C(OCCO[Rb])=O)C=C2)=O)=O)=CC(N(C3=O)C(CC3C4C(C5)C=CC5C4)=O)=C1)[Fr],O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,[Fr]C(C1=CC(C(OCCO[Rb])=O)=CC(N2C(C3C4C=CC(C3C2=O)C4)=O)=C1)=O,PET,,95,,DMTMI5,,5,,,,,,,,,,,,,,,,,25.5
10.1016/j.polymdegradstab.2023.110388,copolymer,,PC,CC(C1=CC=C(OC([Fr])=O)C=C1)(C)C2=CC=C(O[Rb])C=C2,CC(C1=CC=C(OC([Fr])=O)C=C1)(C)C2=CC=C(O[Rb])C=C2,[Na]OOOSC1=CC2=C(C=C1O[Rb])C=C(OC([Fr])=O)C(SOOO[Na])=C2,PC,100,,,NSD,0,,,,,,,,,,,,,,,,,,25.5
10.1016/S0141-3910（00）00066-5,copolymer,,MMA-PEVP,COC(=O)C(C)C([Fr])CCC([Rb])P(=O)(OCCC1=CC=CC=C1)OCCC1=CC=CC=C1,CC(C(OC)=O)([Fr])C[Rb],O=P(OCCC1=CC=CC=C1)(OCCC2=CC=CC=C2)C([Fr])C[Rb],PMMA,,78,,PEVP,,22,,,,,,,,,,,,,,,,,25.5
10.1021/acsapm.3c00444,homopolymer,,PC,[Rb]OC1=CC=C(C=C1)C(C)(C2=CC=C(C=C2)OC([Fr])=O)C,[Rb]OC1=CC=C(C=C1)C(C)(C2=CC=C(C=C2)OC([Fr])=O)C,[Rb]OC1=CC=C(C=C1)C(C)(C2=CC=C(C=C2)OC([Fr])=O)C,PC,,100,,,,0,,,,,,,,,,,,,,,,,25.5
10.1007/s10973-017-6251-2,homopolymer,,,,[Rb]Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)[Fr])(C)C,,,,100,,,,0,,,,,,,,,,,,,,,,,25.5
10.1002/pola.22636,copolymer,,PPETI1,O=C(OCCOC(CCP(C1=CC=CC=C1)([O-])=O)=O)C2=CC=C(C(OCCOC(CCP(C3=CC=CC=C3)([O-])=O)=O)=O)C=C2.[Na+].[Na+],O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,OCCOC(CCP(C1=CC=CC=C1)([O-])=O)=O.[Na+],PET,,99,,SHPPP,,1,,,,,,,,,,,,,,,,,25.6
10.1016/j.polymdegradstab.2010.07.001,copolymer,,P(BDT)77/23,O=P1(C2=C(C3=C(O1)C=CC=C3)C=CC=C2)C(C=C4OCCOC(C5=CC=C(C(OCCCCOC(C(C=C6)=CC=C6C([Fr])=O)=O)=O)C=C5)=O)=C(C=C4)OCCO[Rb],O=C(C1=CC=C(C(OCCCCO[Rb])=O)C=C1)[Fr],O=P1(C2=C(C3=C(O1)C=CC=C3)C=CC=C2)C(C=C4OCCOC(C5=CC=C(C([Fr])=O)C=C5)=O)=C(C=C4)OCCO[Rb],PBT,,77,,DMT/DOPO-HQ-GE,,23,,,,,,,,,,,,,,,,,25.7
10.1039/D0RA07822K,copolymer,,Polyamide66(PA66),[Rb]NCCCCCCNC(CCCCC(NCCCCCCNC(CCCCC(OCCOP(CCC([Fr])=O)(C1=CC=CC=C1)=O)=O)=O)=O)=O,[Rb]NCCCCCCNC(CCCCC([Fr])=O)=O,[Rb]NCCCCCCNC(CCCCC(OCCOP(CCC([Fr])=O)(C1=CC=CC=C1)=O)=O)=O,PA66salt,96,,,CPPOA,4,,,,,,,,,,,,,,,,,,25.7
10.1039/D0RA07822K,copolymer,,FRPA66-4,O=C([Fr])CCP(=O)(OCCOC(=O)CCCCC(=O)NCCCCCCNC(=O)CCCCC(=O)NCCCCCCN[Rb])C1=CC=CC=C1,O=C(CCCCC([Fr])=O)NCCCCCCN[Rb],O=C(NCCCCCCN[Rb])CCCCC(OCCOP(CCC([Fr])=O)(C1=CC=CC=C1)=O)=O,PA66,96,,,CPPOA,4,,,,,,,,,,,,,,,,,,25.7
1006 334X(2019)04 0001 04,copolymer,,PA6-DDP-B,O=C(CC(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)C([Fr])=O)NCCCCCCNC(CCCCCN[Rb])=O,[Fr]C(CCCCCN[Rb])=O,O=C(CC(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)C([Fr])=O)NCCCCCCN[Rb],PA6,100,,,DDP,1.6,,,,,,,,,,,,,,,,,,25.7
10.1016/j.polymer.2016.05.053,homopolymer,,,,COC(=O)CCC(c1ccc(c(c1[Rb])CN(c1ccccc1)C[Fr])O)(c1ccc2c(c1)CN(CO2)c1ccccc1)C,,,,100,,,,0,,,,,,,,,,,,,,,,,25.7
