DOI,type,polymer_family,PolymerName,co_smiles,smiles1,smiles2,co_content1,wt1,mol1,co_smiles1,co_content2,wt2,mol2,mix_content1,mix_smiles1,mix_wt1,mix_mol1,Tg
10.1002/pat.3692,homopolymer,,,,[Rb]C(C(NC1=CC=C(/C=C/C(C2=C(C=CC=C3)C3=CC4=C2C=CC=C4)=O)C=C1)=O)C[Fr],,,,100,,,,0,,,,,109
10.1002/(SICI)1097-4628(19990404)72:1<109::AID-APP12>3.0.CO;2-Q,copolymer,,PET-co-PEDDP(PA12),,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,O=P(C1=CC=CC=C12)(CC(CC(OCCO[Rb])=O)C([Fr])=O)OC3=C2C=CC=C3,,,92.1,,,,7.9,,,,,77.2
10.1002/(SICI)1097-4628(19990404)72:1<109::AID-APP12>3.0.CO;2-Q,copolymer,,PET-co-PEDDP(PA20),,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,O=P(C1=CC=CC=C12)(CC(CC(OCCO[Rb])=O)C([Fr])=O)OC3=C2C=CC=C3,,,85,,,,15,,,,,77
10.1002/(SICI)1097-4628(19990404)72:1<109::AID-APP12>3.0.CO;2-Q,copolymer,,PET-co-PEDDP(PA30),,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,O=P(C1=CC=CC=C12)(CC(CC(OCCO[Rb])=O)C([Fr])=O)OC3=C2C=CC=C3,,,77.4,,,,22.6,,,,,76.8
10.1016/j.polymdegradstab.2017.09.022,copolymer,,PET-DMTMI0,,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,[Fr]C(C1=CC(C(OCCO[Rb])=O)=CC(N2C(C3C4C=CC(C3C2=O)C4)=O)=C1)=O,,,100,,,,0,,,,,72.5
10.1016/j.polymdegradstab.2017.09.022,copolymer,,PET-DMTMI5,,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,[Fr]C(C1=CC(C(OCCO[Rb])=O)=CC(N2C(C3C4C=CC(C3C2=O)C4)=O)=C1)=O,,,95,,,,5,,,,,83
10.1016/j.polymdegradstab.2017.09.022,copolymer,,PET-DMTMI10,,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,[Fr]C(C1=CC(C(OCCO[Rb])=O)=CC(N2C(C3C4C=CC(C3C2=O)C4)=O)=C1)=O,,,90,,,,10,,,,,89.5
10.1016/j.polymdegradstab.2017.09.022,copolymer,,PET-DMTMI20,,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,[Fr]C(C1=CC(C(OCCO[Rb])=O)=CC(N2C(C3C4C=CC(C3C2=O)C4)=O)=C1)=O,,,80,,,,20,,,,,98.6
10.1002/pola.22636,copolymer,,PPETI1,,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,OCCOC(CCP(C1=CC=CC=C1)([O-])=O)=O.[Na+],,,99,,,,1,,,,,73.5
10.1002/pola.22636,copolymer,,PPETI3,,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,OCCOC(CCP(C1=CC=CC=C1)([O-])=O)=O.[Na+],,,97,,,,3,,,,,73.4
10.1002/pola.22636,copolymer,,PPETI5,,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,OCCOC(CCP(C1=CC=CC=C1)([O-])=O)=O.[Na+],,,95,,,,5,,,,,71.1
10.1002/pola.22636,copolymer,,PPETI10,,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,OCCOC(CCP(C1=CC=CC=C1)([O-])=O)=O.[Na+],,,90,,,,10,,,,,71.4
10.1002/pat.4161,copolymer,,PS,,[Rb]CC([Fr])C1=CC=CC=C1,CC(C(OCCN(CP(OC)(OC)=O)CP(OC)(OC)=O)=O)([Fr])C[Rb],,100,,,,0,,,,,,108
10.1002/pat.4161,copolymer,,A-PS-5,,[Rb]CC([Fr])C1=CC=CC=C1,CC(C(OCCN(CP(OC)(OC)=O)CP(OC)(OC)=O)=O)([Fr])C[Rb],,75,,,,25,,,,,,107
10.1002/pat.4161,copolymer,,A-PS-10,,[Rb]CC([Fr])C1=CC=CC=C1,CC(C(OCCN(CP(OC)(OC)=O)CP(OC)(OC)=O)=O)([Fr])C[Rb],,50,,,,50,,,,,,106
10.1002/pat.4161,copolymer,,A-PS-15,,[Rb]CC([Fr])C1=CC=CC=C1,CC(C(OCCN(CP(OC)(OC)=O)CP(OC)(OC)=O)=O)([Fr])C[Rb],,25,,,,75,,,,,,105
10.1002/pat.4161,copolymer,,A-PS-20,,[Rb]CC([Fr])C1=CC=CC=C1,CC(C(OCCN(CP(OC)(OC)=O)CP(OC)(OC)=O)=O)([Fr])C[Rb],,0,,,,100,,,,,,104
10.1002/(SICI)1097-4628(19960307)59:10<1619::AID-APP14>3.0.CO;2-R,copolymer,,PS-OP-2,,Oc1ccc(C([Fr])C[Rb])cc1,[Fr]C(C[Rb])c1ccc(OP(OCC)(OCC)=O)cc1,,,54,,,,46,,,,,100
10.1002/(SICI)1097-4628(19960307)59:10<1619::AID-APP14>3.0.CO;2-R,copolymer,,PS-OP-3,,Oc1ccc(C([Fr])C[Rb])cc1,[Fr]C(C[Rb])c1ccc(OP(OCC)(OCC)=O)cc1,,,63,,,,37,,,,,112
10.1002/(SICI)1097-4628(19960307)59:10<1619::AID-APP14>3.0.CO;2-R,copolymer,,PS-OP-4,,Oc1ccc(C([Fr])C[Rb])cc1,[Fr]C(C[Rb])c1ccc(OP(OCC)(OCC)=O)cc1,,,77,,,,23,,,,,140
10.1016/j.jhazmat.2020.122040,copolymer,,EKE10PET,,O=C([Fr])C1=CC=C(C(OCCO[Rb])=O)C=C1,O=C(C1=CC=C(OC2=CC=C(OCCOC(C(C=C3)=CC=C3C([Fr])=O)=O)C=C2)C=C1)C4=CC=C(OC5=CC=C(OCCO[Rb])C=C5)C=C4,,,100,,,,10,,,,,84
10.1016/j.jhazmat.2020.122040,copolymer,,EKE20PET,,O=C([Fr])C1=CC=C(C(OCCO[Rb])=O)C=C1,O=C(C1=CC=C(OC2=CC=C(OCCOC(C(C=C3)=CC=C3C([Fr])=O)=O)C=C2)C=C1)C4=CC=C(OC5=CC=C(OCCO[Rb])C=C5)C=C4,,,100,,,,15,,,,,88
10.1016/j.jhazmat.2020.122040,copolymer,,EKE5PET,,O=C([Fr])C1=CC=C(C(OCCO[Rb])=O)C=C1,O=C(C1=CC=C(OC2=CC=C(OCCOC(C(C=C3)=CC=C3C([Fr])=O)=O)C=C2)C=C1)C4=CC=C(OC5=CC=C(OCCO[Rb])C=C5)C=C4,,,100,,,,5,,,,,82
10.1002/pat.4206,copolymer,,FRPA66-2,,[Rb]NCCCCCCNC(CCCCC([Fr])=O)=O,O=C(CC(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)C([Fr])=O)NCCCCCCN[Rb],,98,,,,2,,,,,,64.5
10.1007/BF03219026,copolymer,,FR-PBT-10,,O=C(C1=CC=C(C(OCCCCO[Rb])=O)C=C1)[Fr],O=C(CC(CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O)C([Fr])=O)OCCCCO[Rb],,,90,,,,10,,,,,48
10.1007/BF03219026,copolymer,,FR-PBT-15,,O=C(C1=CC=C(C(OCCCCO[Rb])=O)C=C1)[Fr],O=C(CC(CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O)C([Fr])=O)OCCCCO[Rb],,,85,,,,15,,,,,51
10.1007/BF03219026,copolymer,,FR-PBT-5.5,,O=C(C1=CC=C(C(OCCCCO[Rb])=O)C=C1)[Fr],O=C(CC(CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O)C([Fr])=O)OCCCCO[Rb],,,94.5,,,,5.5,,,,,42
10.1007/BF03219026,copolymer,,FR-PBT-8,,O=C(C1=CC=C(C(OCCCCO[Rb])=O)C=C1)[Fr],O=C(CC(CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O)C([Fr])=O)OCCCCO[Rb],,,92,,,,8,,,,,43
10.1016/j.eurpolymj.2022.111174,copolymer,,MH-PPOA15-co-PET,,O=C([Fr])C1=CC=C(C(OCCO[Rb])=O)C=C1,O=P(O[Mg]OP([Fr])(C1=CC=CC=C1)=O)(C2=CC=CC=C2)O[Rb],,100,,,,15,,,,,,78
10.1016/j.eurpolymj.2022.111174,copolymer,,MH-PPOA20-co-PET,,O=C([Fr])C1=CC=C(C(OCCO[Rb])=O)C=C1,O=P(O[Mg]OP([Fr])(C1=CC=CC=C1)=O)(C2=CC=CC=C2)O[Rb],,100,,,,20,,,,,,78
10.1016/j.eurpolymj.2022.111174,copolymer,,MH-PPOA5-co-PET,,O=C([Fr])C1=CC=C(C(OCCO[Rb])=O)C=C1,O=P(O[Mg]OP([Fr])(C1=CC=CC=C1)=O)(C2=CC=CC=C2)O[Rb],,100,,,,5,,,,,,73
10.1016/j.eurpolymj.2022.111174,copolymer,,MH-PPOA9-co-PET,,O=C([Fr])C1=CC=C(C(OCCO[Rb])=O)C=C1,O=P(O[Mg]OP([Fr])(C1=CC=CC=C1)=O)(C2=CC=CC=C2)O[Rb],,100,,,,9,,,,,,76
10.1016/j.eurpolymj.2020.110230,copolymer,,NBA10PET,,O=C([Fr])C1=CC=C(C=C1)C(OCCO[Rb])=O,O=C(C1=CC(C([Fr])=O)=CC(/N=C/C2=CC=C(C=C2)[N+]([O-])=O)=C1)OCCO[Rb],,,100,,,,7.9,,,,,85
10.1016/j.eurpolymj.2020.110230,copolymer,,NBA15PET,,O=C([Fr])C1=CC=C(C=C1)C(OCCO[Rb])=O,O=C(C1=CC(C([Fr])=O)=CC(/N=C/C2=CC=C(C=C2)[N+]([O-])=O)=C1)OCCO[Rb],,,100,,,,11.8,,,,,88
10.1016/j.eurpolymj.2020.110230,copolymer,,NBA5PET,,O=C([Fr])C1=CC=C(C=C1)C(OCCO[Rb])=O,O=C(C1=CC(C([Fr])=O)=CC(/N=C/C2=CC=C(C=C2)[N+]([O-])=O)=C1)OCCO[Rb],,,100,,,,3.6,,,,,80
10.1016/j.cclet.2022.06.038,copolymer,,N-BPA,,O=C([Fr])C1=CC=C(O[Rb])C=C1,CC(C1=CC=C(C=C1)OC(C2=CC=C(C=C2)C([Fr])=O)=O)(C3=CC=C(C=C3)O[Rb])C,,,60,,,,20,,,,,195
10.1016/j.polymdegradstab.2010.01.031,copolymer,,CP5,,[Fr]C(C1=CC=CC=C1)C[Rb],O=C(OCCOP(OC1=CC=CC=C1)(N(CC)CC)=O)C([Fr])C[Rb],,95,,,,5,,,,,,102
10.1016/j.polymdegradstab.2010.01.031,copolymer,,CP10,,[Fr]C(C1=CC=CC=C1)C[Rb],O=C(OCCOP(OC1=CC=CC=C1)(N(CC)CC)=O)C([Fr])C[Rb],,90,,,,10,,,,,,97
10.1016/j.polymdegradstab.2010.01.031,copolymer,,CP15,,[Fr]C(C1=CC=CC=C1)C[Rb],O=C(OCCOP(OC1=CC=CC=C1)(N(CC)CC)=O)C([Fr])C[Rb],,85,,,,15,,,,,,93
10.1016/j.polymdegradstab.2010.01.031,copolymer,,CP20,,[Fr]C(C1=CC=CC=C1)C[Rb],O=C(OCCOP(OC1=CC=CC=C1)(N(CC)CC)=O)C([Fr])C[Rb],,80,,,,20,,,,,,89
10.1016/j.cej.2023.144983,copolymer,,PA 6-co-DPA1c,,[Rb]NCCCCCC([Fr])=O,[Rb]C(CCCCCNC(C1=CC(NP(C2=CC=CC=C2)(C3=CC=CC=C3)=O)=CC(C([Fr])=O)=C1)=O)=O,,,100,,,,1,,,,,57.9
10.1016/j.cej.2023.144983,copolymer,,PA 6-co-DPA2b,,[Rb]NCCCCCC([Fr])=O,[Rb]C(CCCCCNC(C1=CC(NP(C2=CC=CC=C2)(C3=CC=CC=C3)=O)=CC(C([Fr])=O)=C1)=O)=O,,,100,,,,2,,,,,56.6
10.1016/j.cej.2023.144983,copolymer,,PA 6-co-DPA3,,[Fr]C(CCCCCN[Rb])=O,[Fr]C(C1=CC(NP(C2=CC=CC=C2)(C3=CC=CC=C3)=O)=CC(C(NCCCCCCN[Rb])=O)=C1)=O,,,100,,,,3,,,,,65.2
10.1016/j.cej.2023.144983,copolymer,,PA 6-co-DPA3b,,[Rb]NCCCCCC([Fr])=O,[Rb]C(CCCCCNC(C1=CC(NP(C2=CC=CC=C2)(C3=CC=CC=C3)=O)=CC(C([Fr])=O)=C1)=O)=O,,,100,,,,3,,,,,60.4
10.1016/j.polymer.2024.126780,copolymer,,PA 6-co-HPI10,,[Fr]C(CCCCCN[Rb])=O,[Fr]C(C1=CC2=C(C(N(C3=CC=C(C(NCCCCCCN[Rb])=O)C=C3O)C2=O)=O)C=C1)=O,,,100,,,,10,,,,,63.6
10.1016/j.polymer.2024.126780,copolymer,,PA 6-co-HPI20,,[Fr]C(CCCCCN[Rb])=O,[Fr]C(C1=CC2=C(C(N(C3=CC=C(C(NCCCCCCN[Rb])=O)C=C3O)C2=O)=O)C=C1)=O,,,100,,,,20,,,,,65.2
10.1016/j.polymdegradstab.2020.109310,copolymer,,PENT15/0,,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,O=C(OCCO[Rb])CCP([Fr])(C1=CC=CC=C1)=O,,85,,,,15,,,,,,53.6
10.1007/s10904-022-02495-7,copolymer,,PNP5,,[Rb]CC([Fr])C1=CC=CC=C1,CC(C(OCCOP(OC1=CC=CC=C1)(N2CCN(CC2)C3=CC=CC=C3)=O)=O)([Fr])C[Rb],,,95,,,,5,,,,,106
10.1007/s10904-022-02495-7,copolymer,,PNP10,,[Rb]CC([Fr])C1=CC=CC=C1,CC(C(OCCOP(OC1=CC=CC=C1)(N2CCN(CC2)C3=CC=CC=C3)=O)=O)([Fr])C[Rb],,,90,,,,10,,,,,61.9
10.1007/s10904-022-02495-7,copolymer,,PNP15,,[Rb]CC([Fr])C1=CC=CC=C1,CC(C(OCCOP(OC1=CC=CC=C1)(N2CCN(CC2)C3=CC=CC=C3)=O)=O)([Fr])C[Rb],,,85,,,,15,,,,,106
10.1007/s10904-022-02495-7,copolymer,,PNP20,,[Rb]CC([Fr])C1=CC=CC=C1,CC(C(OCCOP(OC1=CC=CC=C1)(N2CCN(CC2)C3=CC=CC=C3)=O)=O)([Fr])C[Rb],,,80,,,,20,,,,,107
10.1016/j.polymer.2024.126780,copolymer,,PA6,,[Fr]C(CCCCCN[Rb])=O,[Fr]C(CCCCCNC(C1=CC=C(C(O)=C1)N2C(C3=CC=C(C=C3C2=O)C([Rb])=O)=O)=O)=O,,,100,,,,0,,,,,59.8
10.1002/app.48687,copolymer,,PA66-co-CEPPA,,[Rb]NCCCCCCNC(CCCCC([Fr])=O)=O,O=P([Fr])(C1=CC=CC=C1)CCC([Rb])=O,,96,,,,4,,,,,,58.9
10.1002/app.43538,copolymer,,PA66-NENP1,,O=C(CCCCC([Fr])=O)NCCCCCCN[Rb],[H]N(C(CCP(N(C1=CC=C(C=C1)C([Fr])=O)[H])(C2=CC=CC=C2)=O)=O)C(C=C3)=CC=C3C(NCCCCCCN[Rb])=O,,99,,,,1,,,,,,227
10.1002/app.43538,copolymer,,PA66-NENP3,,O=C(CCCCC([Fr])=O)NCCCCCCN[Rb],[H]N(C(CCP(N(C1=CC=C(C=C1)C([Fr])=O)[H])(C2=CC=CC=C2)=O)=O)C(C=C3)=CC=C3C(NCCCCCCN[Rb])=O,,97,,,,3,,,,,,222.23
10.1002/app.43538,copolymer,,PA66-NENP5,,O=C(CCCCC([Fr])=O)NCCCCCCN[Rb],[H]N(C(CCP(N(C1=CC=C(C=C1)C([Fr])=O)[H])(C2=CC=CC=C2)=O)=O)C(C=C3)=CC=C3C(NCCCCCCN[Rb])=O,,95,,,,5,,,,,,219.61
10.1002/fam.2385,copolymer,,PA66-PDPPD1,,O=C(CCCCC([Fr])=O)NCCCCCCN[Rb],O=C(NC1=CC=C(NP(NC2=CC=C(P(NC3=CC=C(P(NC4=CC=C(P(NC5=CC=C(P(NC6=CC=C(N[Rb])C=C6)(C7=CC=CC=C7)=O)C=C5)(C8=CC=CC=C8)=O)C=C4)(C9=CC=CC=C9)=O)C=C3)(C%10=CC=CC=C%10)=O)C=C2)(C%11=CC=CC=C%11)=O)C=C1)CCCCC([Fr])=O,,98.5,,,,1.5,,,,,,216
10.1002/fam.2385,copolymer,,PA66-PDPPD2,,O=C(CCCCC([Fr])=O)NCCCCCCN[Rb],O=C(NC1=CC=C(NP(NC2=CC=C(P(NC3=CC=C(P(NC4=CC=C(P(NC5=CC=C(P(NC6=CC=C(N[Rb])C=C6)(C7=CC=CC=C7)=O)C=C5)(C8=CC=CC=C8)=O)C=C4)(C9=CC=CC=C9)=O)C=C3)(C%10=CC=CC=C%10)=O)C=C2)(C%11=CC=CC=C%11)=O)C=C1)CCCCC([Fr])=O,,97,,,,3,,,,,,196
10.1002/fam.2385,copolymer,,PA66-PDPPD3,,O=C(CCCCC([Fr])=O)NCCCCCCN[Rb],O=C(NC1=CC=C(NP(NC2=CC=C(P(NC3=CC=C(P(NC4=CC=C(P(NC5=CC=C(P(NC6=CC=C(N[Rb])C=C6)(C7=CC=CC=C7)=O)C=C5)(C8=CC=CC=C8)=O)C=C4)(C9=CC=CC=C9)=O)C=C3)(C%10=CC=CC=C%10)=O)C=C2)(C%11=CC=CC=C%11)=O)C=C1)CCCCC([Fr])=O,,95.5,,,,4.5,,,,,,190
10.1039/c7ra13228j,copolymer,,PA6-co-DDP2,,[Fr]C(CCCCCN[Rb])=O,O=C(NCCCCCCCCCCN[Rb])CC(C([Fr])=O)CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O,,98,,,,2,,,,,,65.2
10.1016/j.cclet.2022.06.038,copolymer,,B-BPA,,O=C([Fr])C1=CC=C(O[Rb])C=C1,CC(C1=CC=C(C=C1)OC(C2=CC=C(C=C2)C([Fr])=O)=O)(C3=CC=C(C=C3)O[Rb])C,,,60,,,,20,,,,,216
10.1016/j.polymdegradstab.2019.03.004,copolymer,,PA6-co-DPO,,[Fr]C(CCCCCN[Rb])=O,[H]N(C(CC(C([Fr])=O)CP(C1=CC=CC=C1)(C2=CC=CC=C2)=O)=O)CCCCCCCCCCN[Rb],,95,,,,5,,,,,,38.1
10.1039/c2jm34376b,copolymer,,Poly(ethylene terephthalate) (PET),,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,O=C(C1=CC=C(C#CC2=CC=CC=C2)C=C1C(OCCO[Rb])=O)[Fr],,,95,,,,5,,,,,77.5
10.1016/j.polymdegradstab.2019.03.004,copolymer,,PA6-co-DPO,,[Fr]C(CCCCCN[Rb])=O,[H]N(C(CC(C([Fr])=O)CP(C1=CC=CC=C1)(C2=CC=CC=C2)=O)=O)CCCCCCCCCCN[Rb],,96,,,,4,,,,,,42.2
10.1016/j.polymdegradstab.2019.03.004,copolymer,,PA6-co-DPO,,[Fr]C(CCCCCN[Rb])=O,[H]N(C(CC(C([Fr])=O)CP(C1=CC=CC=C1)(C2=CC=CC=C2)=O)=O)CCCCCCCCCCN[Rb],,97,,,,3,,,,,,44.2
10.1016/j.polymdegradstab.2019.03.004,copolymer,,PA6-co-DPO,,[Fr]C(CCCCCN[Rb])=O,[H]N(C(CC(C([Fr])=O)CP(C1=CC=CC=C1)(C2=CC=CC=C2)=O)=O)CCCCCCCCCCN[Rb],,98,,,,2,,,,,,48.7
10.1016/j.polymer.2024.126780,copolymer,,PA6-co-HPI15,,[Fr]C(CCCCCN[Rb])=O,[Fr]C(CCCCCNC(C1=CC=C(C(O)=C1)N2C(C3=CC=C(C=C3C2=O)C([Rb])=O)=O)=O)=O,,,100,,,,10.5,,,,,63.6
10.1016/j.polymer.2024.126780,copolymer,,PA6-co-HPI20,,[Fr]C(CCCCCN[Rb])=O,[Fr]C(CCCCCNC(C1=CC=C(C(O)=C1)N2C(C3=CC=C(C=C3C2=O)C([Rb])=O)=O)=O)=O,,,100,,,,20.9,,,,,65.2
10.1039/C3PY01030A,copolymer,,PETI3,,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,O=P1([O-])C2=CC(C([Fr])=O)=CC=C2CC3=CC=C(C(OCCO[Rb])=O)C=C13.[Na+],,,100,,,,2.91,,,,,69
10.1002/pi.1946,copolymer,,PAN-co-DEpVBnP4,,N#CC([Fr])C[Rb],O=P(OCC)(OCC)CC(C=C1)=CC=C1C([Fr])C[Rb],,,93.9,,,,6.1,,,,,64.5
10.1002/pi.1946,copolymer,,PAN-co-DiPrpVBnP4,,N#CC([Fr])C[Rb],O=P(OC(C)C)(OC(C)C)CC(C=C1)=CC=C1C([Fr])C[Rb],,,92.8,,,,7.2,,,,,53.5
10.1002/pi.1946,copolymer,,PAN-co-DnBupVBnP2,,N#CC([Fr])C[Rb],O=P(OCCCC)(OCCCC)CC(C=C1)=CC=C1C([Fr])C[Rb],,,80.2,,,,19.8,,,,,60.4
10.1002/(SICI)1097-4628(19990404)72:1<109::AID-APP12>3.0.CO;2-Q,copolymer,,PET12,,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,O=C(OCCO[Rb])CC(C([Fr])=O)CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O,,85.6,,,,14.4,,,,,,77.2
10.1002/(SICI)1097-4628(19990404)72:1<109::AID-APP12>3.0.CO;2-Q,copolymer,,PET20,,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,O=C(OCCO[Rb])CC(C([Fr])=O)CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O,,76,,,,24,,,,,,77
10.1002/(SICI)1097-4628(19990404)72:1<109::AID-APP12>3.0.CO;2-Q,copolymer,,PET30,,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,O=C(OCCO[Rb])CC(C([Fr])=O)CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O,,63.9,,,,36.1,,,,,,76.8
10.1016/S0141-3910(00)00050-1,copolymer,,FR-PET-P,,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,O=C([Fr])C1=CC=C(P(=O)(C2=CC=CC=C2)C2=CC=C(C(=O)OCCO[Rb])C=C2)C=C1,,95,,,,5,,,,,,31.6
10.1016/j.polymdegradstab.2020.109310,copolymer,,PBT-HPPA,,O=C([Fr])C1=CC=C(C(=O)OCCCCO[Rb])C=C1,O=C(CCP(O[Rb])(C1=CC=CC=C1)=O)[Fr],,,97,,,,3,,,,,65.1
10.1039/C3PY01030A,copolymer,,PETI1,,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,O=P1([O-])C2=CC(C([Fr])=O)=CC=C2CC3=CC=C(C(OCCO[Rb])=O)C=C13.[Na+],,,100,,,,0.99,,,,,75
10.1039/C3PY01030A,copolymer,,PETI5,,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,O=P1([O-])C2=CC(C([Fr])=O)=CC=C2CC3=CC=C(C(OCCO[Rb])=O)C=C13.[Na+],,,100,,,,4.76,,,,,68
10.1039/C3PY01030A,copolymer,,PETI10,,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,O=P1([O-])C2=CC(C([Fr])=O)=CC=C2CC3=CC=C(C(OCCO[Rb])=O)C=C13.[Na+],,,100,,,,9.09,,,,,69
10.1007/s10965-006-0082-3,copolymer,,PC-co-ODOPB1,,CC(C1=CC=C(OC([Fr])=O)C=C1)(C2=CC=C(O[Rb])C=C2)C,O=P1(C2=C(C3=C(O1)C=CC=C3)C=CC=C2)C(C=C4O[Rb])=C(C=C4)OC([Fr])=O,,97.7,,,,2.3,,,,,,144
10.1007/s10965-006-0082-3,copolymer,,PC-co-ODOPB2,,CC(C1=CC=C(OC([Fr])=O)C=C1)(C2=CC=C(O[Rb])C=C2)C,O=P1(C2=C(C3=C(O1)C=CC=C3)C=CC=C2)C(C=C4O[Rb])=C(C=C4)OC([Fr])=O,,96.6,,,,3.4,,,,,,141
10.1007/s10965-006-0082-3,copolymer,,PC-co-ODOPB3,,CC(C1=CC=C(OC([Fr])=O)C=C1)(C2=CC=C(O[Rb])C=C2)C,O=P1(C2=C(C3=C(O1)C=CC=C3)C=CC=C2)C(C=C4O[Rb])=C(C=C4)OC([Fr])=O,,95.4,,,,4.6,,,,,,138
10.1016/j.polymdegradstab.2014.06.003,copolymer,,PCTD10,,[Fr]C(c1ccc(C(OCC(CC2)CCC2CO[Rb])=O)cc1)=O,O=C([Fr])c1ccc(C(OCCOc2cc(P3(Oc4c(c5ccccc53)cccc4)=O)c(OCCO[Rb])cc2)=O)cc1,,,90,,,,10,,,,,106.8
10.1016/j.polymdegradstab.2014.06.003,copolymer,,PCTD20,,[Fr]C(c1ccc(C(OCC(CC2)CCC2CO[Rb])=O)cc1)=O,O=C([Fr])c1ccc(C(OCCOc2cc(P3(Oc4c(c5ccccc53)cccc4)=O)c(OCCO[Rb])cc2)=O)cc1,,,80,,,,20,,,,,111.3
10.1016/j.polymdegradstab.2014.06.003,copolymer,,PCTD5,,[Fr]C(c1ccc(C(OCC(CC2)CCC2CO[Rb])=O)cc1)=O,O=C([Fr])c1ccc(C(OCCOc2cc(P3(Oc4c(c5ccccc53)cccc4)=O)c(OCCO[Rb])cc2)=O)cc1,,,95,,,,5,,,,,97.2
10.1016/j.polymdegradstab.2020.109310,copolymer,,PENT0/10,,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,CC(CO[Rb])(COC(C1=CC=C(C=C1)C([Fr])=O)=O)C,,90,,,,10,,,,,,74.4
10.1016/j.polymdegradstab.2020.109310,copolymer,,PENT5/0,,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,O=C(OCCO[Rb])CCP([Fr])(C1=CC=CC=C1)=O,,95,,,,5,,,,,,67.6
10.1016/j.polymdegradstab.2020.109310,copolymer,,PENT5/5,,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,CC(CO[Rb])(COC(CCP([Fr])(C1=CC=CC=C1)=O)=O)C,,95,,,,5,,,,,,67.9
10.1016/j.eurpolymj.2020.110230,copolymer,,PET,,O=C([Fr])C1=CC=C(C=C1)C(OCCO[Rb])=O,O=C(C1=CC(C([Fr])=O)=CC(/N=C/C2=CC=C(C=C2)[N+]([O-])=O)=C1)OCCO[Rb],,,100,,,,0,,,,,78
10.1007/s00289-016-1652-0,copolymer,,IA,,OCC1=CC=C(C=C1)C2(CCCCC2)C3=CC=C(C=C3)CO,O=C(CCC(Cl)=O)Cl,,,50,,,,50,,,,,114.4
10.1007/s00289-016-1652-0,copolymer,,IIA,,CC(CC1)CCC1(C2=CC=C(C=C2)CO)C(C=C3)=CC=C3CO,O=C(CCCCCCC(Cl)=O)Cl,,,50,,,,50,,,,,102.34
10.1007/s00289-016-1652-0,copolymer,,IIB,,CC(CC1)CCC1(C2=CC=C(C=C2)CO)C(C=C3)=CC=C3CO,O=C(CCCCCCC(Cl)=O)Cl,,,50,,,,50,,,,,158.2
10.1007/s00289-016-1652-0,copolymer,,IIC,,CC(CC1)CCC1(C2=CC=C(C=C2)CO)C(C=C3)=CC=C3CO,O=C(CCCCCCC(Cl)=O)Cl,,,50,,,,50,,,,,154.32
10.1007/s00289-016-1652-0,copolymer,,IIIA,,OCCCCOC1=CC=C(C=C1)C2(CCCCC2)C3=CC=C(C=C3)OCCCCO,ClC(C1=CC=C(C=C1)C(Cl)=O)=O,,,50,,,,50,,,,,62.17
10.1007/s00289-016-1652-0,copolymer,,IIIB,,OCCCCOC1=CC=C(C=C1)C2(CCCCC2)C3=CC=C(C=C3)OCCCCO,ClC(C1=CC=C(C=C1)C(Cl)=O)=O,,,50,,,,50,,,,,138.2
